Org ID,Organization Name,Organization Type,HHS Org ID,Submission Period Year,"Year Ending 
Date",Org Quarter,Number Of Months,Quarter Range,Cash and Cash Equivalents,Short Term Investments,Current Assets Whose Use is Limited,Net Patient Accounts Receivable,Receivables Due From Affiliates,Third Party Settlements,Other Current Assets,Total Current Assets,Non Current Assets Whose Use is Limited,Contribution Receivables,Interest in Net Assets,Investment in Affiliates,Gross Property Plant and Equipment,Less Accumulated Depreciation,Net Property Plant and Equipment,Other Non Current Assets,Total Non Current Assets,Total Assets,Current Long Term Debt,Estimated Third Party Settlements,Current Liabilities Due to Affiliates,Other Current Liabilities,Total Current Liabilities,Long Term Debt Net of Current Portion,Non Current Liabilities Due to Affiliates,Other Non Current Liabilities,Total Non Current Liabilities,Total Liabilities,Net Unrestricted Assets,Net Temporarily Restricted Assets,Net Permanently Restricted Assets,Total Net Assets or Equity,Total Liabilities And Net Assets or Equity,Net Patient Service Revenue,Alternative Payment Methods,Other Operating Revenue,  Other Operating Revenue: Federal COVID-19 Relief Funds,     Other Operating Revenue: State & Other COVID-19 Relief Funds,Net Assets Released From Restrictions Used for Operations,Total Operating Revenue,Investment Income,Net Contribution Revenue,Change in Interest in Net Assets,Non Operating Gains Losses,Equity Method of Alternative Investment,Total Non Operating Revenue,Total Unrestricted Revenue Gains and Other Support,Salary and Benefit Expense,Outside Medical and Pharmacy Services,Depreciation and Amortization Expense,Interest Expense,Health Safety Net Assessment,Other Operating Expenses,Net Nonrecurring Gains and Losses,Total Expenses Including Nonrecurring Gains Losses,Total Excess of Revenue Gains and Other Support Over Expenses,Transfers from to Parent and Affiliates,Other Changes in Unrestricted Net Assets,Sub Total Increase / Decrease in Unrestricted Net Assets,Changes in Unrestricted Assets Related to Pension Activities,Changes in Accounting Principles,Total Increase or Decrease in Unrestricted Net Assets,"FINANCIAL METRICS (With COVID-19 Relief Funds)
Operating Margin ","FINANCIAL METRICS (With COVID-19 Relief Funds) 
Non Operating Margin "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Total Margin"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Current Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Days in Accounts Receivable"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Payment Period"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Debt Service Coverage Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Cash Flow to Total Debt"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Equity Financing Ratio "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Age of Plant"," FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Excess of Revenue, Gains and Other Support Over Expenses (Without COVID-19 Relief Funds)", FINANCIAL METRICS (Without COVID-19 Relief Funds) Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Non-Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Margin (Without COVID-19 Relief Funds)
53,Beth Israel Deaconess Hospital - Needham,AcuteHospital,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$8,941,000","$18,769,000",,"$12,429,000",,,"$3,432,000","$43,571,000","$10,508,000",,,,"$186,004,000","$76,751,000","$109,253,000","$7,295,000","$127,056,000","$170,627,000","$2,203,000","$10,744,000","$3,524,000","$13,401,000","$29,872,000","$54,613,000",,"$22,125,000","$76,738,000","$106,610,000","$53,509,000",,"$10,508,000","$64,017,000","$170,627,000","$118,433,000",,"$3,016,000",,,,"$121,449,000",,,,"$723,000","$713,000","$1,436,000","$122,885,000","$59,186,000",,"$8,514,000","$2,044,000","$1,535,000","$49,467,000",,"$120,746,000","$2,139,000","($400,000)","$1,351,000","$3,090,000",,,"$3,090,000",0.6%,1.2%,1.7%,1.5,38,62,3.0,12.6%,37.5%,9,"$2,139,000",0.6%,1.2%,1.7%
79,Beth Israel Deaconess Hospital - Plymouth,AcuteHospital,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$1,559,000","$82,016,000",,"$37,092,000",,,"$5,823,000","$126,490,000","$14,345,000",,,,"$193,845,000","$70,081,000","$123,764,000","$13,129,000","$151,238,000","$277,728,000","$3,607,000","$50,192,000","$1,077,000","$37,425,000","$92,301,000","$47,194,000",,"$15,892,000","$63,086,000","$155,387,000","$107,996,000",,"$14,345,000","$122,341,000","$277,728,000","$316,976,000",,"$5,821,000","$858,000",,,"$323,655,000",,,,"$2,024,000","$2,370,000","$4,394,000","$328,049,000","$155,614,000",,"$10,510,000","$1,926,000","$3,679,000","$146,291,000",,"$318,020,000","$10,029,000","($11,993,000)","$653,000","($1,311,000)","$4,032,000",,"$2,721,000",1.7%,1.3%,3.1%,1.4,43,50,4.1,14.7%,44.1%,7,"$9,171,000",1.5%,1.3%,2.8%
100,Mount Auburn Hospital,AcuteHospital,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$6,933,000","$140,501,000",,"$42,925,000",,,"$14,579,000","$204,938,000","$18,238,000",,,,"$635,167,000","$435,134,000","$200,033,000","$123,145,000","$341,416,000","$546,354,000","$8,835,000","$35,124,000","$1,144,000","$65,490,000","$110,593,000","$98,563,000",,"$81,581,000","$180,144,000","$290,737,000","$232,407,000",,"$23,210,000","$255,617,000","$546,354,000","$322,307,000",,"($7,697,000)","$13,388,000",,,"$327,998,000",,,,"$6,838,000","$12,230,000","$19,068,000","$347,066,000","$167,547,000",,"$27,551,000","$3,089,000","$5,474,000","$120,278,000",,"$323,939,000","$23,127,000","($26,202,000)","$2,743,000","($332,000)","($43,000)",,"($375,000)",1.2%,5.5%,6.7%,1.9,49,93,4.5,24.2%,46.8%,16,"$9,739,000",-2.8%,5.7%,2.9%
103,New England Baptist Hospital,AcuteHospital,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$24,652,000","$122,110,000",,"$21,166,000",,,"$6,478,000","$174,406,000","$34,816,000",,,,"$303,245,000","$234,431,000","$68,814,000","$45,169,000","$148,799,000","$323,205,000","$1,880,000","$30,364,000","$728,000","$23,789,000","$56,761,000","$46,493,000",,"$42,007,000","$88,500,000","$145,261,000","$143,108,000",,"$34,836,000","$177,944,000","$323,205,000","$216,208,000",,"$13,612,000","$17,174,000",,,"$246,994,000",,,,"$7,405,000","($1,370,000)","$6,035,000","$253,029,000","$93,984,000",,"$9,736,000","$908,000","$2,784,000","$117,188,000",,"$224,600,000","$28,429,000","($3,378,000)","$150,000","$25,201,000","$1,657,000",,"$26,858,000",8.9%,2.4%,11.2%,3.1,36,45,14.0,37.0%,55.1%,24,"$11,255,000",2.2%,2.6%,4.8%
6546,Lahey Hospital & Medical Center,AcuteHospital,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$33,108,000","$513,933,000",,"$123,657,000",,,"$87,339,000","$758,037,000","$229,018,000",,,,"$1,465,218,000","$984,073,000","$481,145,000","$148,097,000","$858,260,000","$1,616,297,000","$13,140,000","$177,371,000","$2,037,000","$260,770,000","$453,318,000","$263,645,000",,"$343,600,000","$607,245,000","$1,060,563,000","$326,716,000",,"$229,018,000","$555,734,000","$1,616,297,000","$1,033,758,000",,"$57,704,000","$29,270,000",,,"$1,120,732,000",,,,"$23,352,000",,"$23,352,000","$1,144,084,000","$425,856,000",,"$63,144,000","$9,650,000","$17,467,000","$517,259,000",,"$1,033,376,000","$110,708,000","($67,188,000)","$6,764,000","$50,284,000","$99,738,000",,"$150,022,000",7.6%,2.0%,9.7%,1.7,44,104,8.1,24.2%,34.4%,16,"$81,438,000",5.2%,2.1%,7.3%
3112,Northeast Hospital,AcuteHospital,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$17,286,000","$327,070,000",,"$38,888,000",,,"$24,626,000","$407,870,000","$26,857,000",,,,"$398,272,000","$283,378,000","$114,894,000","$18,050,000","$159,801,000","$567,671,000","$4,569,000","$58,749,000","$323,000","$55,957,000","$119,598,000","$79,359,000",,"$55,491,000","$134,850,000","$254,448,000","$286,366,000",,"$26,857,000","$313,223,000","$567,671,000","$384,997,000",,"$15,093,000",,,,"$400,090,000",,,,"$28,904,000",,"$28,904,000","$428,994,000","$198,013,000",,"$18,249,000","$2,170,000","$5,276,000","$159,663,000",,"$383,371,000","$45,623,000","($17,691,000)","$988,000","$28,920,000","$29,473,000",,"$58,393,000",3.9%,6.7%,10.6%,3.4,37,61,9.8,32.1%,55.2%,16,"$45,623,000",3.9%,6.7%,10.6%
138,Winchester Hospital,AcuteHospital,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$19,349,000","$265,115,000",,"$29,095,000",,,"$8,174,000","$321,733,000","$32,253,000",,,,"$252,675,000","$120,106,000","$132,569,000","$58,160,000","$222,982,000","$544,715,000","$3,266,000","$33,066,000","$66,000","$41,842,000","$78,240,000","$78,487,000",,"$27,745,000","$106,232,000","$184,472,000","$327,990,000",,"$32,253,000","$360,243,000","$544,715,000","$300,834,000",,"$15,554,000",,,,"$316,388,000",,,,"$22,896,000",,"$22,896,000","$339,284,000","$143,632,000",,"$18,162,000","$2,759,000","$5,388,000","$126,504,000",,"$296,445,000","$42,839,000","($6,753,000)","$182,000","$36,268,000",,,"$36,268,000",5.9%,6.7%,12.6%,4.1,35,59,10.6,38.9%,66.1%,7,"$42,839,000",5.9%,6.7%,12.6%
1,Anna Jaques Hospital,AcuteHospital,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$2,348,000","$34,357,000",,"$17,873,000",,,"$10,855,000","$65,433,000","$142,000",,,,"$51,705,000","$14,151,000","$37,554,000","$12,411,000","$50,107,000","$115,540,000","$1,210,000","$17,104,000","$4,170,000","$18,641,000","$41,125,000","$18,327,000",,"$29,445,000","$47,772,000","$88,897,000","$26,501,000",,"$142,000","$26,643,000","$115,540,000","$132,224,000",,"$4,018,000","$4,927,000",,,"$141,169,000",,,,"$3,795,000",,"$3,795,000","$144,964,000","$71,021,000",,"$5,293,000","$539,000","$2,153,000","$64,037,000",,"$143,043,000","$1,921,000","$7,000,000","$7,000","$8,928,000","$9,264,000",,"$18,192,000",-1.3%,2.6%,1.3%,1.6,49,64,4.4,12.1%,23.1%,3,"($3,006,000)",-4.9%,2.7%,-2.1%
16665,Beth Israel Lahey Health,HHS,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$437,889,000","$2,629,033,000",,"$587,885,000","$11,068,000",,"$293,326,000","$3,959,201,000","$957,941,000",,,,"$6,857,699,000","$4,534,752,000","$2,322,947,000","$833,112,000","$4,114,000,000","$8,073,201,000","$70,495,000","$645,928,000","$66,776,000","$1,094,382,000","$1,877,581,000","$1,265,244,000",,"$1,188,357,000","$2,453,601,000","$4,331,182,000","$2,940,658,000","$801,361,000",,"$3,742,019,000","$8,073,201,000","$5,644,014,000",,"$941,903,000","$143,627,000",,,"$6,729,544,000",,,,"$241,736,000",,"$241,736,000","$6,971,280,000","$3,922,270,000",,"$276,739,000","$28,958,000","$70,844,000","$2,320,424,000",,"$6,619,235,000","$352,045,000",,"$21,490,000","$373,535,000","$192,649,000",,"$566,184,000",1.6%,3.5%,5.0%,2.1,38,71,6.6,20.0%,46.4%,16,"$208,418,000",-0.5%,3.5%,3.1%
9914,Harvard Medical Faculty Physicians,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$428,790,000",,"$370,349,000",,,,"$799,139,000",,,,"$35,180,000",,"$35,180,000","$834,319,000","$686,731,000",,,,,"$84,871,000",,"$771,602,000","$62,717,000",,,"$62,717,000",,,"$62,717,000",3.3%,4.2%,7.5%,-,,,0.0,,,0,"$62,717,000",3.3%,4.2%,7.5%
11801,The Affiliated Physicians Group,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$75,295,000",,"$24,364,000","$2,243,000",,,"$101,902,000",,,,,,-,"$101,902,000","$101,294,000",,"$2,413,000",,,"$26,109,000",,"$129,816,000","($27,914,000)","$27,914,000",,,,,-,-27.4%,,-27.4%,-,,,0.0,,,0,"($30,157,000)",-30.3%,,-30.3%
12037,"Jordan Physician Associates, Inc",PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$26,171,000",,"$3,922,000","$1,561,000",,,"$31,654,000",,,,,,-,"$31,654,000","$33,272,000",,"$270,000",,,"$8,801,000",,"$42,343,000","($10,689,000)","$10,583,000",,"($106,000)",,,"($106,000)",-33.8%,,-33.8%,-,,,0.0,,,0,"($12,250,000)",-40.7%,,-40.7%
8655,New England Baptist Medical Associates,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$4,824,000",,"$5,255,000",,,,"$10,079,000",,,,,,-,"$10,079,000","$11,132,000",,,,,"$1,965,000",,"$13,097,000","($3,018,000)","$3,063,000",,"$45,000",,,"$45,000",-29.9%,,-29.9%,-,,,0.0,,,0,"($3,018,000)",-29.9%,,-29.9%
11404,Mount Auburn Professional Services,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$74,584,000",,"$11,492,000","$8,149,000",,,"$94,225,000",,,,,,-,"$94,225,000","$85,288,000",,"$1,001,000",,,"$30,303,000",,"$116,592,000","($22,367,000)","$24,602,000",,"$2,235,000",,,"$2,235,000",-23.7%,,-23.7%,-,,,0.0,,,0,"($30,516,000)",-35.5%,,-35.5%
11761,Community Physicians Associates,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$4,720,000",,"($572,000)",,,,"$4,148,000",,,,,,-,"$4,148,000","$4,926,000",,"$10,000",,,"$1,861,000",,"$6,797,000","($2,649,000)",,,"($2,649,000)",,,"($2,649,000)",-63.9%,,-63.9%,-,,,0.0,,,0,"($2,649,000)",-63.9%,,-63.9%
14421,Lahey Clinic,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$270,815,000",,"$20,685,000","$29,492,000",,,"$320,992,000",,,,"($6,596,000)",,"($6,596,000)","$314,396,000","$331,806,000",,"$5,884,000","$283,000",,"$34,828,000",,"$372,801,000","($58,405,000)","$58,405,000",,,,,-,-16.5%,-2.1%,-18.6%,-,,,0.0,,,0,"($87,897,000)",-28.5%,-2.3%,-30.9%
14422,Lahey Physician Community Org,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$22,040,000",,"$1,108,000","$871,000",,,"$24,019,000",,,,"($34,000)",,"($34,000)","$23,985,000","$19,286,000",,"$1,323,000",,,"$6,470,000",,"$27,079,000","($3,094,000)","$3,094,000",,,,,-,-12.8%,-0.1%,-12.9%,-,,,0.0,,,0,"($3,965,000)",-17.0%,-0.1%,-17.2%
11408,Northeast Medical Practice,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$33,358,000",,"$1,502,000","$2,408,000",,,"$37,268,000",,,,"($26,000)",,"($26,000)","$37,242,000","$32,886,000",,"$524,000",,,"$19,643,000",,"$53,053,000","($15,811,000)","$15,811,000",,,,,-,-42.4%,-0.1%,-42.5%,-,,,0.0,,,0,"($18,219,000)",-52.2%,-0.1%,-52.3%
12022,Winchester Physician Associates,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$50,308,000",,"$3,231,000","$2,136,000",,,"$55,675,000",,,,"($21,000)",,"($21,000)","$55,654,000","$41,257,000",,"$449,000",,,"$18,001,000",,"$59,707,000","($4,053,000)","$4,000,000",,"($53,000)",,,"($53,000)",-7.2%,,-7.3%,-,,,0.0,,,0,"($6,189,000)",-11.5%,,-11.6%
11915,Seacoast Affiliated Group Practice,PhysicianOrganization,16665,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$13,497,000",,"$37,000","$1,136,000",,,"$14,670,000",,,,,,-,"$14,670,000","$11,080,000",,"$95,000",,,"$5,111,000",,"$16,286,000","($1,616,000)",,,"($1,616,000)",,,"($1,616,000)",-11.0%,,-11.0%,-,,,0.0,,,0,"($2,752,000)",-20.3%,,-20.3%
